Job,Production_Plan_ID,Arrival,Ready Time,End,Processing Time,Deadline
2391,4,172409,172800,176068.0,393,243985
2392,7,172446,172800,176519.0,539,173070
2393,2,172510,172800,176262.0,568,185955
2394,8,172614,172800,176683.0,597,173099
2395,1,172623,172800,176375.0,510,173055
2396,3,172655,172800,176357.0,655,267557
2397,0,172694,172800,176748.0,395,205452
2398,5,172786,172800,176267.0,496,233264
2399,6,172790,172800,176130.0,416,196292
2400,0,172838,174240,177488.0,395,174438
2401,1,172843,174240,176824.0,510,188494
2402,2,172858,174240,176469.0,568,174524
2403,3,172864,174240,177444.0,655,194953
2404,4,172864,174240,177475.0,393,174437
2405,5,172903,174240,177537.0,496,228090
2406,6,172952,174240,176698.0,416,174448
2407,7,173027,174240,177541.0,539,179694
2408,8,173108,174240,177423.0,597,202172
2409,9,173116,174240,177348.0,540,195411
2410,2,173181,174240,176800.0,568,196394
2411,7,173218,174240,177849.0,539,174510
2412,6,173420,174240,177498.0,416,174448
2413,1,173428,174240,177087.0,510,174495
2414,5,173448,174240,177562.0,496,174488
2415,3,173450,174240,177872.0,655,174568
2416,9,173555,174240,177512.0,540,175982
2417,8,173918,174240,177633.0,597,174539
2418,4,174084,174240,177804.0,393,174437
2419,0,174106,174240,178086.0,395,174438
2420,8,174203,174240,177954.0,597,174539
2421,5,174230,174240,177825.0,496,174488
2422,3,174241,175680,178024.0,655,176008
2423,4,174387,175680,178170.0,393,195184
2424,9,174464,175680,178330.0,540,192368
2425,1,174519,175680,178239.0,510,175935
2426,2,174644,175680,177885.0,568,208135
2427,6,174648,175680,178065.0,416,175888
2428,7,174734,175680,178078.0,539,175950
2429,0,174793,175680,178304.0,395,193348
2430,1,174794,175680,178451.0,510,202106
2431,8,174881,175680,178209.0,597,182766
2432,9,174902,175680,178544.0,540,175950
2433,7,175001,175680,178453.0,539,202583
2434,5,175175,175680,178427.0,496,175928
2435,3,175255,175680,178761.0,655,176008
2436,6,175348,175680,178210.0,416,175888
2437,4,175577,175680,178414.0,393,175877
2438,2,175702,177120,178723.0,568,177404
2439,0,175839,177120,178739.0,395,208321
2440,8,176066,177120,179461.0,597,219982
2441,6,176224,177120,178778.0,416,203588
2442,7,176381,177120,179252.0,539,177390
2443,1,176410,177120,178571.0,510,177375
2444,2,176513,177120,178827.0,568,179672
2445,3,176588,177120,179238.0,655,177448
2446,9,176611,177120,179283.0,540,177390
2447,5,176665,177120,179486.0,496,177368
2448,4,176706,177120,179379.0,393,177317
2449,0,176779,177120,179109.0,395,177318
2450,5,176802,177120,179699.0,496,177368
2451,2,176877,177120,179668.0,568,260328
2452,1,176919,177120,179781.0,510,248921
2453,0,176979,177120,179254.0,395,177318
2454,3,177361,178560,180642.0,655,221381
2455,7,177431,178560,181078.0,539,198718
2456,8,177451,178560,180403.0,597,178859
2457,6,177452,178560,180119.0,416,178768
2458,4,177469,178560,181030.0,393,178757
2459,9,177477,178560,180417.0,540,178830
2460,4,177503,178560,181223.0,393,218245
2461,2,177530,178560,180152.0,568,178844
2462,8,177530,178560,180725.0,597,178859
2463,3,177602,178560,180685.0,655,183835
2464,6,177624,178560,180427.0,416,189085
2465,0,177681,178560,180880.0,395,178758
2466,9,177736,178560,181216.0,540,178830
2467,5,177775,178560,180984.0,496,182263
2468,1,177807,178560,180776.0,510,178815
2469,7,177848,178560,181436.0,539,203935
2470,4,177876,178560,181549.0,393,178757
2471,7,177969,178560,181708.0,539,178830
2472,6,178065,178560,181083.0,416,178768
2473,3,178118,178560,180883.0,655,178888
2474,1,178128,178560,180806.0,510,185372
2475,9,178142,178560,181309.0,540,178830
2476,2,178171,178560,181320.0,568,178844
2477,5,178426,178560,181334.0,496,178808
2478,0,178491,178560,181098.0,395,178758
2479,8,178492,178560,181488.0,597,178859
2480,1,178575,180000,181716.0,510,214641
2481,5,178606,180000,182246.0,496,180248
2482,2,178671,180000,181587.0,568,239384
2483,6,178821,180000,181465.0,416,180208
2484,9,178875,180000,181995.0,540,211490
2485,0,179028,180000,182055.0,395,254017
2486,3,179033,180000,182005.0,655,260375
2487,8,179049,180000,181950.0,597,180299
2488,7,179077,180000,182087.0,539,180270
2489,4,179228,180000,182087.0,393,180197
2490,9,179301,180000,182221.0,540,207822
2491,7,179358,180000,182374.0,539,180270
2492,8,179385,180000,182545.0,597,180299
2493,6,179518,180000,181931.0,416,180208
2494,5,179587,180000,182271.0,496,180248
2495,0,179608,180000,182116.0,395,193571
2496,3,179745,180000,182131.0,655,180328
2497,1,179857,180000,181813.0,510,180255
2498,2,179953,180000,182129.0,568,264340
2499,4,180025,181440,183263.0,393,216169
2500,2,180080,181440,183200.0,568,181724
2501,3,180114,181440,183022.0,655,209218
2502,9,180198,181440,183148.0,540,202618
2503,6,180268,181440,183098.0,416,181648
2504,1,180353,181440,182922.0,510,181695
2505,0,180640,181440,183272.0,395,181638
2506,4,180663,181440,183433.0,393,181637
2507,7,180778,181440,183299.0,539,190096
2508,5,180837,181440,183259.0,496,198735
2509,8,180839,181440,183553.0,597,181739
2510,2,180922,181440,183323.0,568,219982
2511,9,180952,181440,183547.0,540,181710
2512,0,180979,181440,183618.0,395,216249
2513,6,180987,181440,183378.0,416,181648
2514,4,181001,181440,183571.0,393,181637
2515,5,181086,181440,183819.0,496,200241
2516,3,181206,181440,183294.0,655,181768
2517,1,181388,181440,183136.0,510,181695
2518,8,181457,182880,184338.0,597,183179
2519,7,181481,182880,184727.0,539,183150
2520,3,181550,182880,184516.0,655,194486
2521,0,181618,182880,184403.0,395,276319
2522,8,181621,182880,184761.0,597,183179
2523,6,181690,182880,184049.0,416,183088
2524,1,181844,182880,184498.0,510,232795
2525,7,181872,182880,184885.0,539,197640
2526,5,181888,182880,184413.0,496,183128
2527,9,181921,182880,184304.0,540,183150
2528,4,181945,182880,184828.0,393,186666
2529,2,181997,182880,184846.0,568,236943
2530,2,182003,182880,184934.0,568,183164
2531,6,182058,182880,184901.0,416,183088
2532,0,182069,182880,184841.0,395,222737
2533,3,182091,182880,184746.0,655,192714
2534,5,182228,182880,185066.0,496,183128
2535,4,182458,182880,185016.0,393,211578
2536,8,182484,182880,185109.0,597,184263
2537,1,182614,182880,184528.0,510,183135
2538,9,182618,182880,184976.0,540,196889
2539,7,182948,184320,186000.0,539,259393
2540,4,182948,184320,186270.0,393,293989
2541,6,183031,184320,185407.0,416,202171
2542,9,183225,184320,185848.0,540,202343
2543,3,183236,184320,185752.0,655,184648
2544,8,183279,184320,185668.0,597,224775
2545,5,183295,184320,185873.0,496,184568
2546,1,183329,184320,185698.0,510,303616
2547,7,183346,184320,186305.0,539,184590
2548,0,183375,184320,186066.0,395,184518
2549,2,183574,184320,185521.0,568,184604
2550,2,183604,184320,186095.0,568,233325
2551,8,183784,184320,186196.0,597,184619
2552,1,183817,184320,185900.0,510,184575
2553,0,183826,184320,186347.0,395,184518
2554,3,184035,184320,185894.0,655,272662
2555,9,184249,184320,186190.0,540,184590
2556,6,184269,184320,186062.0,416,184528
2557,5,184365,185760,187512.0,496,220124
2558,7,184382,185760,188435.0,539,186030
2559,4,184609,185760,188704.0,393,218247
2560,9,184616,185760,187642.0,540,186030
2561,2,184664,185760,187306.0,568,257173
2562,6,184713,185760,187273.0,416,185968
2563,3,184733,185760,188185.0,655,238783
2564,0,184755,185760,188483.0,395,238029
2565,7,184760,185760,188735.0,539,218226
2566,8,184831,185760,187830.0,597,186059
2567,5,184893,185760,188540.0,496,216187
2568,4,184905,185760,188894.0,393,233494
2569,1,184932,185760,188017.0,510,191224
2570,1,184937,185760,188259.0,510,251198
2571,4,184938,185760,188960.0,393,185957
2572,3,184979,185760,188238.0,655,186088
2573,7,185024,185760,189037.0,539,259461
2574,2,185037,185760,187673.0,568,205877
2575,9,185091,185760,188764.0,540,186030
2576,0,185094,185760,189135.0,395,185958
2577,6,185158,185760,187835.0,416,250641
2578,5,185222,185760,188565.0,496,186008
2579,8,185332,185760,188548.0,597,204356
2580,0,185387,185760,189179.0,395,202646
2581,6,185433,185760,188697.0,416,225657
2582,5,185470,185760,189055.0,496,186008
2583,9,185535,185760,189130.0,540,189826
2584,7,185579,185760,189421.0,539,200844
2585,1,185614,185760,188362.0,510,275775
2586,4,185662,185760,189399.0,393,185957
2587,2,185701,185760,188925.0,568,186044
2588,8,185755,185760,189440.0,597,236629
2589,3,185758,185760,188395.0,655,186088
2590,6,185789,187200,189235.0,416,222171
2591,7,185826,187200,190796.0,539,187470
2592,1,185911,187200,189537.0,510,280588
2593,2,185919,187200,189947.0,568,277039
2594,9,185956,187200,189309.0,540,187470
2595,4,186038,187200,190120.0,393,188694
2596,8,186239,187200,190079.0,597,187499
2597,0,186377,187200,190049.0,395,217503
2598,3,186380,187200,189856.0,655,199493
2599,5,186407,187200,190392.0,496,187448
2600,1,186415,187200,189622.0,510,236680
2601,6,186471,187200,189656.0,416,187408
2602,4,186487,187200,190396.0,393,190670
2603,7,186494,187200,190901.0,539,187470
2604,2,186706,187200,190128.0,568,187484
2605,3,186753,187200,190117.0,655,189612
2606,0,186800,187200,190070.0,395,187398
2607,8,187035,187200,190428.0,597,187499
2608,5,187067,187200,190417.0,496,187448
2609,9,187067,187200,190165.0,540,187470
2610,9,187091,187200,190210.0,540,187470
2611,3,187166,187200,190680.0,655,200684
2612,0,187186,187200,190286.0,395,187398
2613,2,187260,188640,190421.0,568,188924
2614,4,187358,188640,191033.0,393,188837
2615,1,187378,188640,190525.0,510,229201
2616,5,187405,188640,190937.0,496,200164
2617,8,187467,188640,190886.0,597,198007
2618,7,187492,188640,191169.0,539,188910
2619,6,187569,188640,190586.0,416,208244
2620,2,187693,188640,191005.0,568,200491
2621,4,187698,188640,191383.0,393,188837
2622,5,187790,188640,191283.0,496,188888
2623,7,187877,188640,191454.0,539,213411
2624,0,187949,188640,191234.0,395,188838
2625,1,188006,188640,190622.0,510,210356
2626,3,188096,188640,191368.0,655,194906
2627,6,188151,188640,190867.0,416,188848
2628,9,188298,188640,191209.0,540,188910
2629,8,188316,188640,191500.0,597,188939
2630,6,188408,188640,191324.0,416,188848
2631,1,188426,188640,191735.0,510,219596
2632,7,188903,190080,192262.0,539,190350
2633,2,188917,190080,191855.0,568,256614
2634,5,188932,190080,192230.0,496,228773
2635,4,188969,190080,192208.0,393,204066
2636,9,189052,190080,192116.0,540,190350
2637,8,189066,190080,192519.0,597,190379
2638,3,189080,190080,192105.0,655,208365
2639,0,189154,190080,192040.0,395,190278
2640,7,189161,190080,192454.0,539,190350
2641,5,189179,190080,192789.0,496,190328
2642,9,189217,190080,192324.0,540,190350
2643,1,189249,190080,191921.0,510,190335
2644,0,189253,190080,192083.0,395,190278
2645,8,189273,190080,192978.0,597,209097
2646,4,189274,190080,192439.0,393,202727
2647,6,189364,190080,191981.0,416,204248
2648,3,189657,190080,192248.0,655,251703
2649,2,189681,190080,192104.0,568,223371
2650,9,189849,190080,192679.0,540,190350
2651,3,190093,191520,193328.0,655,212302
2652,0,190110,191520,193410.0,395,191718
2653,5,190146,191520,193677.0,496,191768
2654,8,190208,191520,193219.0,597,256645
2655,1,190235,191520,193289.0,510,191775
2656,7,190377,191520,193430.0,539,191790
2657,4,190858,191520,193563.0,393,209865
2658,6,190935,191520,193033.0,416,191728
2659,2,190974,191520,193066.0,568,205615
2660,0,191014,191520,193515.0,395,262917
2661,5,191051,191520,193841.0,496,191768
2662,9,191055,191520,193580.0,540,204733
2663,7,191090,191520,193776.0,539,194819
2664,1,191189,191520,193682.0,510,191775
2665,4,191302,191520,193681.0,393,201222
2666,2,191358,191520,193376.0,568,207950
2667,3,191504,191520,193416.0,655,191848
2668,8,191721,192960,194326.0,597,194975
2669,6,191861,192960,194213.0,416,256610
2670,6,191913,192960,194268.0,416,193168
2671,1,191930,192960,194456.0,510,193215
2672,0,191955,192960,194596.0,395,193158
2673,2,191993,192960,194684.0,568,193244
2674,5,192077,192960,194409.0,496,193208
2675,3,192151,192960,194618.0,655,250524
2676,7,192215,192960,194640.0,539,193230
2677,9,192283,192960,194797.0,540,214044
2678,4,192318,192960,194835.0,393,193157
2679,8,192410,192960,195023.0,597,193259
2680,3,192410,192960,194847.0,655,265162
2681,1,192496,192960,194486.0,510,193215
2682,0,192529,192960,194710.0,395,193158
2683,5,192564,192960,194911.0,496,193208
2684,4,192689,192960,194929.0,393,193157
2685,7,192865,192960,194817.0,539,197831
2686,8,192924,192960,195239.0,597,193259
2687,6,192943,192960,195079.0,416,216389
2688,9,193097,194400,195587.0,540,194670
2689,2,193176,194400,195757.0,568,214542
2690,2,193224,194400,196277.0,568,194684
2691,3,193227,194400,195943.0,655,360768
2692,7,193296,194400,196298.0,539,194670
2693,8,193363,194400,196006.0,597,273727
2694,5,193493,194400,196345.0,496,234879
2695,6,193608,194400,196133.0,416,257216
2696,9,193615,194400,196264.0,540,260757
2697,0,193689,194400,196310.0,395,197521
2698,4,193753,194400,196273.0,393,194597
2699,1,193840,194400,195932.0,510,220754
2700,0,193896,194400,196385.0,395,256809
2701,1,193950,194400,196146.0,510,232740
2702,2,193963,194400,196322.0,568,194684
2703,3,194007,194400,196115.0,655,194728
2704,4,194044,194400,196549.0,393,275302
2705,5,194093,194400,196513.0,496,194648
2706,6,194266,194400,196482.0,416,236726
2707,7,194420,195840,197560.0,539,196110
2708,8,194611,195840,197062.0,597,231716
2709,9,194674,195840,197210.0,540,196110
2710,8,194853,195840,197593.0,597,220130
2711,0,194863,195840,197804.0,395,196038
2712,5,195093,195840,197119.0,496,198075
2713,2,195107,195840,197458.0,568,203119
2714,7,195129,195840,197639.0,539,219603
2715,6,195182,195840,197824.0,416,196048
2716,3,195239,195840,197460.0,655,203185
2717,1,195356,195840,197156.0,510,196700
2718,9,195509,195840,197683.0,540,263145
2719,4,195580,195840,197570.0,393,196037
2720,4,195621,195840,197692.0,393,196037
2721,3,195640,195840,197503.0,655,196168
2722,7,195683,195840,197884.0,539,196110
2723,8,195685,195840,198039.0,597,208460
2724,9,195753,195840,197850.0,540,196110
2725,1,195791,195840,197668.0,510,260368
2726,5,195876,197280,198906.0,496,197528
2727,0,195885,197280,199230.0,395,246434
2728,6,195890,197280,198333.0,416,212497
2729,2,195988,197280,198465.0,568,197564
2730,8,196018,197280,199075.0,597,197579
2731,7,196033,197280,199237.0,539,197550
2732,5,196109,197280,199667.0,496,197528
2733,4,196114,197280,199566.0,393,197477
2734,1,196263,197280,199124.0,510,197535
2735,0,196319,197280,199487.0,395,197478
2736,3,196338,197280,199120.0,655,218010
2737,6,196471,197280,198520.0,416,230681
2738,2,196525,197280,199411.0,568,211164
2739,9,196534,197280,199262.0,540,197550
2740,4,196560,197280,199619.0,393,351969
2741,5,196592,197280,199692.0,496,197528
2742,9,196666,197280,199553.0,540,211986
2743,6,196671,197280,199213.0,416,233399
2744,2,196822,197280,199519.0,568,197564
2745,0,196916,197280,199662.0,395,197478
2746,8,196951,197280,199943.0,597,197579
2747,1,197024,197280,199240.0,510,197535
2748,7,197158,197280,199392.0,539,305962
2749,3,197237,197280,199207.0,655,197608
2750,1,197289,198720,200290.0,510,198975
2751,7,197331,198720,200476.0,539,216152
2752,3,197394,198720,200302.0,655,288449
2753,8,197579,198720,200525.0,597,199019
2754,4,197798,198720,200753.0,393,198917
2755,2,197852,198720,199947.0,568,278425
2756,0,197859,198720,200623.0,395,215692
2757,5,197864,198720,200023.0,496,221020
2758,9,197995,198720,200787.0,540,206842
2759,6,198184,198720,200255.0,416,198928
2760,2,198189,198720,200563.0,568,269275
2761,7,198192,198720,200759.0,539,198990
2762,3,198334,198720,200645.0,655,199048
2763,4,198362,198720,200983.0,393,198917
2764,1,198440,198720,200451.0,510,198975
2765,8,198457,198720,200931.0,597,219835
2766,6,198540,198720,200883.0,416,198928
2767,5,198616,198720,200906.0,496,198968
2768,9,198688,198720,200881.0,540,198990
2769,0,198733,200160,201592.0,395,205626
2770,9,199005,200160,201397.0,540,200430
2771,4,199246,200160,201634.0,393,214782
2772,2,199469,200160,201412.0,568,200444
2773,3,199473,200160,201429.0,655,200488
2774,5,199480,200160,201471.0,496,232170
2775,1,199729,200160,201322.0,510,200415
2776,8,199824,200160,201518.0,597,267111
2777,6,199846,200160,201379.0,416,240833
2778,0,199938,200160,201684.0,395,200358
2779,7,200042,200160,201642.0,539,262312
2780,9,200085,200160,201664.0,540,200430
2781,5,200133,200160,201689.0,496,200408
2782,4,200227,201600,203568.0,393,224987
2783,2,200241,201600,202697.0,568,201884
2784,1,200354,201600,203256.0,510,201855
2785,3,200366,201600,203202.0,655,201928
2786,8,200512,201600,203207.0,597,249110
2787,6,200588,201600,202764.0,416,201808
2788,7,200606,201600,203453.0,539,288242
2789,0,200613,201600,203328.0,395,202104
2790,3,200691,201600,203393.0,655,201928
2791,7,200938,201600,203949.0,539,201870
2792,5,200955,201600,203697.0,496,201848
2793,9,200959,201600,203210.0,540,201870
2794,1,201009,201600,203332.0,510,269760
2795,8,201032,201600,203698.0,597,201899
2796,4,201252,201600,203725.0,393,241860
2797,6,201254,201600,203143.0,416,201808
2798,0,201259,201600,203547.0,395,201798
2799,2,201304,201600,203479.0,568,201884
2800,6,201307,201600,203733.0,416,273688
2801,5,201427,201600,203722.0,496,222048
2802,9,201459,201600,203606.0,540,201870
2803,0,201607,203040,204431.0,395,204985
2804,2,201985,203040,204076.0,568,203324
2805,4,201989,203040,204556.0,393,287829
2806,3,202120,203040,204250.0,655,232657
2807,1,202143,203040,203989.0,510,226837
2808,8,202326,203040,204319.0,597,209450
2809,7,202471,203040,204725.0,539,215110
2810,1,202538,203040,204245.0,510,203295
2811,0,202611,203040,204541.0,395,228880
2812,5,202629,203040,204371.0,496,203288
2813,8,202763,203040,204710.0,597,232514
2814,3,202799,203040,204453.0,655,203368
2815,9,202985,203040,204521.0,540,237223
2816,7,203078,204480,206533.0,539,204750
2817,2,203093,204480,205660.0,568,209606
2818,6,203229,204480,205627.0,416,204688
2819,4,203361,204480,206873.0,393,224379
2820,4,203367,204480,207168.0,393,204677
2821,0,203368,204480,206805.0,395,278378
2822,3,203440,204480,206537.0,655,204808
2823,9,203464,204480,206769.0,540,210282
2824,5,203501,204480,206886.0,496,204728
2825,8,203543,204480,206393.0,597,228962
2826,7,203612,204480,206690.0,539,204750
2827,1,203628,204480,206442.0,510,293195
2828,2,203655,204480,206243.0,568,204764
2829,6,203722,204480,206298.0,416,204688
2830,6,203749,204480,206422.0,416,204688
2831,5,203908,204480,207124.0,496,204728
2832,9,203927,204480,207099.0,540,229336
2833,8,203937,204480,207174.0,597,204779
2834,3,203942,204480,206601.0,655,204808
2835,7,203975,204480,206938.0,539,204750
2836,0,204002,204480,207136.0,395,204678
2837,4,204037,204480,207352.0,393,204677
2838,2,204282,204480,206959.0,568,204764
2839,1,204293,204480,206529.0,510,258436
2840,1,204391,204480,206721.0,510,227646
2841,5,204403,204480,207198.0,496,208419
2842,6,204444,204480,207155.0,416,217025
2843,8,204595,205920,207825.0,597,364862
2844,3,204662,205920,207899.0,655,206248
2845,4,204665,205920,208370.0,393,217214
2846,0,204678,205920,207724.0,395,311942
2847,7,204788,205920,208379.0,539,211945
2848,2,204886,205920,207620.0,568,230501
2849,9,204886,205920,207340.0,540,206190
2850,9,204922,205920,207654.0,540,206190
2851,4,204976,205920,208508.0,393,309087
2852,3,205027,205920,208105.0,655,283361
2853,7,205037,205920,208698.0,539,218643
2854,0,205167,205920,207909.0,395,206118
2855,6,205177,205920,207587.0,416,206128
2856,5,205189,205920,208528.0,496,206168
2857,1,205191,205920,207937.0,510,206175
2858,2,205232,205920,208314.0,568,231587
2859,8,205312,205920,208661.0,597,206219
2860,9,205325,205920,208276.0,540,206190
2861,8,205463,205920,208783.0,597,206219
2862,2,205473,205920,208402.0,568,206204
2863,6,205538,205920,208369.0,416,206128
2864,5,205807,205920,208553.0,496,206168
2865,3,205817,205920,208390.0,655,219542
2866,0,205881,205920,208166.0,395,206118
2867,4,205887,205920,208582.0,393,206117
2868,7,205927,207360,209272.0,539,229431
2869,1,205942,207360,208921.0,510,207615
2870,6,205953,207360,209115.0,416,219101
2871,3,205987,207360,209154.0,655,207688
2872,9,205997,207360,209391.0,540,207630
2873,4,205997,207360,209296.0,393,260934
2874,1,206114,207360,209060.0,510,207615
2875,5,206166,207360,209267.0,496,232016
2876,2,206211,207360,209060.0,568,245107
2877,7,206230,207360,209351.0,539,215195
2878,8,206333,207360,209155.0,597,214819
2879,0,206441,207360,209330.0,395,230806
2880,9,206446,207360,209436.0,540,207630
2881,1,206589,207360,209594.0,510,255424
2882,2,206720,207360,209403.0,568,207644
2883,4,206895,207360,209471.0,393,212846
2884,6,207020,207360,209458.0,416,266228
2885,0,207246,207360,209439.0,395,217160
2886,3,207375,208800,210355.0,655,209128
2887,7,207398,208800,210483.0,539,209070
2888,5,207579,208800,210076.0,496,253384
2889,8,207581,208800,210081.0,597,314459
2890,8,207712,208800,210535.0,597,209099
2891,9,207766,208800,210489.0,540,209070
2892,0,207862,208800,210333.0,395,208998
2893,6,207930,208800,209970.0,416,235209
2894,2,207942,208800,210435.0,568,216981
2895,3,207942,208800,210491.0,655,209128
2896,1,208067,208800,210311.0,510,300518
2897,5,208123,208800,210514.0,496,209048
2898,4,208407,208800,210573.0,393,244057
2899,7,208586,208800,210769.0,539,209070
2900,5,208668,208800,210826.0,496,209048
2901,8,208782,208800,210710.0,597,209099
2902,6,208787,208800,210292.0,416,209008
2903,2,208965,210240,211296.0,568,244040
2904,7,209016,210240,212168.0,539,210510
2905,4,209041,210240,212448.0,393,210437
2906,3,209116,210240,211904.0,655,228300
2907,0,209238,210240,211499.0,395,210438
2908,1,209330,210240,211945.0,510,282867
2909,9,209412,210240,211627.0,540,210510
2910,4,209417,210240,212508.0,393,210437
2911,8,209479,210240,212098.0,597,257884
2912,1,209585,210240,212128.0,510,210495
2913,7,209646,210240,212794.0,539,210510
2914,0,209767,210240,212193.0,395,210438
2915,9,209810,210240,211960.0,540,232557
2916,6,209813,210240,211724.0,416,262689
2917,3,209988,210240,212050.0,655,210568
2918,2,209998,210240,212081.0,568,210524
2919,5,210029,210240,212331.0,496,220764
2920,7,210047,210240,212899.0,539,257488
2921,2,210153,210240,212627.0,568,228261
2922,0,210169,210240,212530.0,395,210438
2923,1,210173,210240,212226.0,510,210495
2924,9,210201,210240,212468.0,540,210510
2925,4,210350,211680,213382.0,393,243048
2926,5,210360,211680,212858.0,496,239672
2927,6,210453,211680,212682.0,416,211888
2928,8,210541,211680,213010.0,597,211979
2929,3,210657,211680,213212.0,655,235286
2930,4,210752,211680,213454.0,393,238486
2931,6,211058,211680,212827.0,416,211888
2932,7,211072,211680,213336.0,539,211950
2933,2,211129,211680,213247.0,568,211964
2934,0,211170,211680,213235.0,395,247724
2935,3,211251,211680,213300.0,655,212008
2936,1,211284,211680,213080.0,510,214830
2937,9,211377,211680,213351.0,540,224186
2938,5,211577,211680,213468.0,496,211928
2939,8,211582,211680,213272.0,597,211979
2940,7,211643,211680,213466.0,539,211950
2941,0,211663,211680,213508.0,395,224770
2942,5,211782,213120,214462.0,496,213368
2943,4,211789,213120,214827.0,393,255762
2944,2,211793,213120,214116.0,568,213404
2945,1,212086,213120,214482.0,510,213375
2946,9,212156,213120,214407.0,540,213390
2947,6,212351,213120,214611.0,416,213328
2948,8,212505,213120,214727.0,597,235685
2949,3,212506,213120,214428.0,655,213448
2950,9,212558,213120,215002.0,540,213390
2951,1,212598,213120,214653.0,510,224451
2952,5,212654,213120,214816.0,496,213368
2953,6,212696,213120,214708.0,416,280596
2954,8,212703,213120,214891.0,597,222435
2955,3,212794,213120,214578.0,655,213448
2956,4,212827,213120,215026.0,393,213317
2957,7,212944,213120,214931.0,539,254913
2958,0,213059,213120,215022.0,395,213318
2959,2,213131,214560,215513.0,568,214844
2960,5,213196,214560,215729.0,496,243387
2961,9,213322,214560,215883.0,540,214830
2962,7,213412,214560,216244.0,539,214830
2963,6,213520,214560,215568.0,416,218400
2964,2,213542,214560,216220.0,568,214844
2965,4,213548,214560,216431.0,393,214757
2966,1,213569,214560,216185.0,510,214815
2967,3,213587,214560,216117.0,655,240444
2968,8,213692,214560,215957.0,597,260127
2969,0,213892,214560,216078.0,395,253550
2970,6,213893,214560,216383.0,416,214768
2971,9,213938,214560,216373.0,540,214830
2972,1,214331,214560,216328.0,510,214815
2973,2,214416,214560,216456.0,568,214844
2974,4,214425,214560,216548.0,393,214757
2975,0,214426,214560,216319.0,395,225477
2976,8,214482,214560,216700.0,597,275011
2977,5,214496,214560,216447.0,496,349685
2978,7,214524,214560,216651.0,539,232845
2979,3,214677,216000,217193.0,655,216328
2980,5,214702,216000,218593.0,496,216248
2981,7,214750,216000,218333.0,539,216270
2982,2,214753,216000,217402.0,568,216284
2983,0,214763,216000,218253.0,395,251698
2984,9,214921,216000,217940.0,540,216270
2985,8,214942,216000,217890.0,597,227101
2986,3,214951,216000,217882.0,655,216328
2987,4,214995,216000,218468.0,393,252274
2988,6,215013,216000,217457.0,416,295729
2989,1,215093,216000,217939.0,510,216255
2990,3,215103,216000,217989.0,655,216328
2991,5,215112,216000,218618.0,496,216248
2992,1,215244,216000,218055.0,510,236860
2993,8,215249,216000,218747.0,597,227299
2994,6,215264,216000,217837.0,416,216208
2995,4,215351,216000,218648.0,393,233281
2996,0,215407,216000,218571.0,395,242994
2997,7,215506,216000,218727.0,539,225695
2998,9,215537,216000,218568.0,540,276539
2999,2,215558,216000,218271.0,568,216284
3000,0,215568,216000,218707.0,395,216198
3001,1,215609,216000,218124.0,510,216255
3002,2,215648,216000,218403.0,568,216284
3003,3,215820,216000,218192.0,655,222541
3004,4,216149,217440,219631.0,393,217637
3005,5,216227,217440,218881.0,496,232522
3006,6,216327,217440,218784.0,416,217648
3007,7,216331,217440,219452.0,539,217710
3008,8,216508,217440,219071.0,597,224129
3009,9,216669,217440,219332.0,540,231558
3010,1,216835,217440,219346.0,510,217695
3011,5,216865,217440,219703.0,496,280473
3012,3,216885,217440,219524.0,655,217768
3013,7,216894,217440,219592.0,539,245964
3014,8,217032,217440,219977.0,597,237781
3015,6,217087,217440,219011.0,416,217648
3016,0,217091,217440,219575.0,395,217638
3017,2,217133,217440,219597.0,568,217724
3018,4,217200,217440,219700.0,393,217637
3019,9,217232,217440,219649.0,540,217710
3020,4,217243,217440,219826.0,393,217637
3021,7,217263,217440,219710.0,539,217710
3022,2,217282,217440,219711.0,568,217724
3023,5,217377,217440,219891.0,496,220244
3024,8,217420,217440,220353.0,597,218387
3025,6,217431,217440,220054.0,416,232387
3026,0,217553,218880,220795.0,395,251312
3027,9,217676,218880,220625.0,540,219150
3028,3,217731,218880,220495.0,655,219208
3029,1,217823,218880,220404.0,510,219135
3030,6,217883,218880,220570.0,416,223523
3031,5,217984,218880,220423.0,496,219128
3032,1,217991,218880,220525.0,510,219135
3033,8,218169,218880,220478.0,597,219179
3034,0,218192,218880,220851.0,395,244585
3035,4,218313,218880,220799.0,393,219077
3036,9,218394,218880,220831.0,540,219150
3037,2,218400,218880,220515.0,568,219164
3038,7,218514,218880,220509.0,539,219150
3039,3,218551,218880,220811.0,655,219208
3040,0,218568,218880,220952.0,395,219078
3041,3,218973,220320,222242.0,655,250386
3042,7,218976,220320,222348.0,539,231264
3043,8,219011,220320,222244.0,597,276747
3044,4,219098,220320,222552.0,393,220517
3045,5,219133,220320,222108.0,496,263687
3046,2,219178,220320,221335.0,568,238786
3047,1,219215,220320,222314.0,510,310611
3048,9,219334,220320,222014.0,540,220590
3049,6,219419,220320,221838.0,416,296040
3050,9,219483,220320,222459.0,540,237512
3051,5,219561,220320,222918.0,496,249514
3052,6,219566,220320,222041.0,416,228505
3053,7,219579,220320,222574.0,539,242742
3054,1,219603,220320,222407.0,510,303919
