Job,Operation,Machine,Processing Time
Job_116,3,M2,13
Job_116,4,M6,32
Job_116,5,M5,21
Job_116,6,M9,32
Job_116,7,M8,89
Job_116,8,M7,30
Job_116,9,M4,55
Job_117,0,M1,81
Job_117,1,M2,95
Job_117,2,M0,71
Job_117,3,M4,99
Job_117,4,M6,9
Job_117,5,M8,52
Job_117,6,M7,85
Job_117,7,M3,98
Job_117,8,M9,22
Job_117,9,M5,43
Job_118,0,M1,91
Job_118,1,M0,85
Job_118,2,M3,39
Job_118,3,M2,74
Job_118,4,M8,90
Job_118,5,M5,10
Job_118,6,M7,12
Job_118,7,M6,89
Job_118,8,M9,45
Job_118,9,M4,33
Job_119,0,M2,31
Job_119,1,M0,86
Job_119,2,M1,46
Job_119,3,M5,74
Job_119,4,M4,32
Job_119,5,M6,88
Job_119,6,M8,19
Job_119,7,M9,48
Job_119,8,M7,36
Job_119,9,M3,79
Job_120,0,M0,29
Job_120,1,M1,78
Job_120,2,M2,9
Job_120,3,M3,36
Job_120,4,M4,49
Job_120,5,M5,11
Job_120,6,M6,62
Job_120,7,M7,56
Job_120,8,M8,44
Job_120,9,M9,21
Job_121,0,M2,84
Job_121,1,M1,2
Job_121,2,M5,52
Job_121,3,M3,95
Job_121,4,M8,48
Job_121,5,M9,72
Job_121,6,M0,47
Job_121,7,M6,65
Job_121,8,M4,6
Job_121,9,M7,25
Job_122,0,M2,14
Job_122,1,M0,6
Job_122,2,M1,22
Job_122,3,M5,61
Job_122,4,M3,26
Job_122,5,M4,69
Job_122,6,M8,21
Job_122,7,M7,49
Job_122,8,M9,72
Job_122,9,M6,53
Job_123,0,M0,76
Job_123,1,M1,69
Job_123,2,M3,76
Job_123,3,M5,51
Job_123,4,M2,85
Job_123,5,M9,11
Job_123,6,M6,40
Job_123,7,M7,89
Job_123,8,M4,26
Job_123,9,M8,74
Job_124,0,M1,81
Job_124,1,M2,95
Job_124,2,M0,71
Job_124,3,M4,99
Job_124,4,M6,9
Job_124,5,M8,52
Job_124,6,M7,85
Job_124,7,M3,98
Job_124,8,M9,22
Job_124,9,M5,43
Job_125,0,M2,31
Job_125,1,M0,86
Job_125,2,M1,46
Job_125,3,M5,74
Job_125,4,M4,32
Job_125,5,M6,88
Job_125,6,M8,19
Job_125,7,M9,48
Job_125,8,M7,36
Job_125,9,M3,79
Job_126,0,M1,46
Job_126,1,M0,37
Job_126,2,M3,61
Job_126,3,M2,13
Job_126,4,M6,32
Job_126,5,M5,21
Job_126,6,M9,32
Job_126,7,M8,89
Job_126,8,M7,30
Job_126,9,M4,55
Job_127,0,M0,43
Job_127,1,M2,90
Job_127,2,M4,75
Job_127,3,M9,11
Job_127,4,M3,69
Job_127,5,M1,28
Job_127,6,M6,46
Job_127,7,M5,46
Job_127,8,M7,72
Job_127,9,M8,30
Job_128,0,M1,91
Job_128,1,M0,85
Job_128,2,M3,39
Job_128,3,M2,74
Job_128,4,M8,90
Job_128,5,M5,10
Job_128,6,M7,12
Job_128,7,M6,89
Job_128,8,M9,45
Job_128,9,M4,33
Job_129,0,M1,85
Job_129,1,M0,13
Job_129,2,M2,61
Job_129,3,M6,7
Job_129,4,M8,64
Job_129,5,M9,76
Job_129,6,M5,47
Job_129,7,M3,52
Job_129,8,M4,90
Job_129,9,M7,45
Job_130,0,M0,43
Job_130,1,M2,90
Job_130,2,M4,75
Job_130,3,M9,11
Job_130,4,M3,69
Job_130,5,M1,28
Job_130,6,M6,46
Job_130,7,M5,46
Job_130,8,M7,72
Job_130,9,M8,30
Job_131,0,M0,76
Job_131,1,M1,69
Job_131,2,M3,76
Job_131,3,M5,51
Job_131,4,M2,85
Job_131,5,M9,11
Job_131,6,M6,40
Job_131,7,M7,89
Job_131,8,M4,26
Job_131,9,M8,74
Job_132,0,M1,46
Job_132,1,M0,37
Job_132,2,M3,61
Job_132,3,M2,13
Job_132,4,M6,32
Job_132,5,M5,21
Job_132,6,M9,32
Job_132,7,M8,89
Job_132,8,M7,30
Job_132,9,M4,55
Job_133,0,M2,84
Job_133,1,M1,2
Job_133,2,M5,52
Job_133,3,M3,95
Job_133,4,M8,48
Job_133,5,M9,72
Job_133,6,M0,47
Job_133,7,M6,65
Job_133,8,M4,6
Job_133,9,M7,25
Job_134,0,M0,29
Job_134,1,M1,78
Job_134,2,M2,9
Job_134,3,M3,36
Job_134,4,M4,49
Job_134,5,M5,11
Job_134,6,M6,62
Job_134,7,M7,56
Job_134,8,M8,44
Job_134,9,M9,21
Job_135,0,M1,81
Job_135,1,M2,95
Job_135,2,M0,71
Job_135,3,M4,99
Job_135,4,M6,9
Job_135,5,M8,52
Job_135,6,M7,85
Job_135,7,M3,98
Job_135,8,M9,22
Job_135,9,M5,43
Job_136,0,M1,91
Job_136,1,M0,85
Job_136,2,M3,39
Job_136,3,M2,74
Job_136,4,M8,90
Job_136,5,M5,10
Job_136,6,M7,12
Job_136,7,M6,89
Job_136,8,M9,45
Job_136,9,M4,33
Job_137,0,M2,14
Job_137,1,M0,6
Job_137,2,M1,22
Job_137,3,M5,61
Job_137,4,M3,26
Job_137,5,M4,69
Job_137,6,M8,21
Job_137,7,M7,49
Job_137,8,M9,72
Job_137,9,M6,53
Job_138,0,M1,85
Job_138,1,M0,13
Job_138,2,M2,61
Job_138,3,M6,7
Job_138,4,M8,64
Job_138,5,M9,76
Job_138,6,M5,47
Job_138,7,M3,52
Job_138,8,M4,90
Job_138,9,M7,45
Job_139,0,M2,31
Job_139,1,M0,86
Job_139,2,M1,46
Job_139,3,M5,74
Job_139,4,M4,32
Job_139,5,M6,88
Job_139,6,M8,19
Job_139,7,M9,48
Job_139,8,M7,36
Job_139,9,M3,79
Job_140,0,M1,91
Job_140,1,M0,85
Job_140,2,M3,39
Job_140,3,M2,74
Job_140,4,M8,90
Job_140,5,M5,10
Job_140,6,M7,12
Job_140,7,M6,89
Job_140,8,M9,45
Job_140,9,M4,33
Job_141,0,M1,85
Job_141,1,M0,13
Job_141,2,M2,61
Job_141,3,M6,7
Job_141,4,M8,64
Job_141,5,M9,76
Job_141,6,M5,47
Job_141,7,M3,52
Job_141,8,M4,90
Job_141,9,M7,45
Job_142,0,M1,81
Job_142,1,M2,95
Job_142,2,M0,71
Job_142,3,M4,99
Job_142,4,M6,9
Job_142,5,M8,52
Job_142,6,M7,85
Job_142,7,M3,98
Job_142,8,M9,22
Job_142,9,M5,43
Job_143,0,M0,76
Job_143,1,M1,69
Job_143,2,M3,76
Job_143,3,M5,51
Job_143,4,M2,85
Job_143,5,M9,11
Job_143,6,M6,40
Job_143,7,M7,89
Job_143,8,M4,26
Job_143,9,M8,74
Job_144,0,M0,29
Job_144,1,M1,78
Job_144,2,M2,9
Job_144,3,M3,36
Job_144,4,M4,49
Job_144,5,M5,11
Job_144,6,M6,62
Job_144,7,M7,56
Job_144,8,M8,44
Job_144,9,M9,21
Job_145,0,M2,84
Job_145,1,M1,2
Job_145,2,M5,52
Job_145,3,M3,95
Job_145,4,M8,48
Job_145,5,M9,72
Job_145,6,M0,47
Job_145,7,M6,65
Job_145,8,M4,6
Job_145,9,M7,25
Job_146,0,M2,14
Job_146,1,M0,6
Job_146,2,M1,22
Job_146,3,M5,61
Job_146,4,M3,26
Job_146,5,M4,69
Job_146,6,M8,21
Job_146,7,M7,49
Job_146,8,M9,72
Job_146,9,M6,53
Job_147,0,M1,46
Job_147,1,M0,37
Job_147,2,M3,61
Job_147,3,M2,13
Job_147,4,M6,32
Job_147,5,M5,21
Job_147,6,M9,32
Job_147,7,M8,89
Job_147,8,M7,30
Job_147,9,M4,55
Job_148,0,M0,43
Job_148,1,M2,90
Job_148,2,M4,75
Job_148,3,M9,11
Job_148,4,M3,69
Job_148,5,M1,28
Job_148,6,M6,46
Job_148,7,M5,46
Job_148,8,M7,72
Job_148,9,M8,30
Job_149,0,M2,31
Job_149,1,M0,86
Job_149,2,M1,46
Job_149,3,M5,74
Job_149,4,M4,32
Job_149,5,M6,88
Job_149,6,M8,19
Job_149,7,M9,48
Job_149,8,M7,36
Job_149,9,M3,79
Job_150,0,M0,29
Job_150,1,M1,78
Job_150,2,M2,9
Job_150,3,M3,36
Job_150,4,M4,49
Job_150,5,M5,11
Job_150,6,M6,62
Job_150,7,M7,56
Job_150,8,M8,44
Job_150,9,M9,21
Job_151,0,M0,43
Job_151,1,M2,90
Job_151,2,M4,75
Job_151,3,M9,11
Job_151,4,M3,69
Job_151,5,M1,28
Job_151,6,M6,46
Job_151,7,M5,46
Job_151,8,M7,72
Job_151,9,M8,30
Job_152,0,M1,91
Job_152,1,M0,85
Job_152,2,M3,39
Job_152,3,M2,74
Job_152,4,M8,90
Job_152,5,M5,10
Job_152,6,M7,12
Job_152,7,M6,89
Job_152,8,M9,45
Job_152,9,M4,33
Job_153,0,M1,81
Job_153,1,M2,95
Job_153,2,M0,71
Job_153,3,M4,99
Job_153,4,M6,9
Job_153,5,M8,52
Job_153,6,M7,85
Job_153,7,M3,98
Job_153,8,M9,22
Job_153,9,M5,43
Job_154,0,M2,14
Job_154,1,M0,6
Job_154,2,M1,22
Job_154,3,M5,61
Job_154,4,M3,26
Job_154,5,M4,69
Job_154,6,M8,21
Job_154,7,M7,49
Job_154,8,M9,72
Job_154,9,M6,53
Job_155,0,M2,84
Job_155,1,M1,2
Job_155,2,M5,52
Job_155,3,M3,95
Job_155,4,M8,48
Job_155,5,M9,72
Job_155,6,M0,47
Job_155,7,M6,65
Job_155,8,M4,6
Job_155,9,M7,25
Job_156,0,M1,46
Job_156,1,M0,37
Job_156,2,M3,61
Job_156,3,M2,13
Job_156,4,M6,32
Job_156,5,M5,21
Job_156,6,M9,32
Job_156,7,M8,89
Job_156,8,M7,30
Job_156,9,M4,55
Job_157,0,M2,31
Job_157,1,M0,86
Job_157,2,M1,46
Job_157,3,M5,74
Job_157,4,M4,32
Job_157,5,M6,88
Job_157,6,M8,19
Job_157,7,M9,48
Job_157,8,M7,36
Job_157,9,M3,79
Job_158,0,M0,76
Job_158,1,M1,69
Job_158,2,M3,76
Job_158,3,M5,51
Job_158,4,M2,85
Job_158,5,M9,11
Job_158,6,M6,40
Job_158,7,M7,89
Job_158,8,M4,26
Job_158,9,M8,74
Job_159,0,M1,85
Job_159,1,M0,13
Job_159,2,M2,61
Job_159,3,M6,7
Job_159,4,M8,64
Job_159,5,M9,76
Job_159,6,M5,47
Job_159,7,M3,52
Job_159,8,M4,90
Job_159,9,M7,45
Job_160,0,M2,31
Job_160,1,M0,86
Job_160,2,M1,46
Job_160,3,M5,74
Job_160,4,M4,32
Job_160,5,M6,88
Job_160,6,M8,19
Job_160,7,M9,48
Job_160,8,M7,36
Job_160,9,M3,79
Job_161,0,M0,29
Job_161,1,M1,78
Job_161,2,M2,9
Job_161,3,M3,36
Job_161,4,M4,49
Job_161,5,M5,11
Job_161,6,M6,62
Job_161,7,M7,56
Job_161,8,M8,44
Job_161,9,M9,21
Job_162,0,M2,84
Job_162,1,M1,2
Job_162,2,M5,52
Job_162,3,M3,95
Job_162,4,M8,48
Job_162,5,M9,72
Job_162,6,M0,47
Job_162,7,M6,65
Job_162,8,M4,6
Job_162,9,M7,25
Job_163,0,M0,76
Job_163,1,M1,69
Job_163,2,M3,76
Job_163,3,M5,51
Job_163,4,M2,85
Job_163,5,M9,11
Job_163,6,M6,40
Job_163,7,M7,89
Job_163,8,M4,26
Job_163,9,M8,74
Job_164,0,M1,91
Job_164,1,M0,85
Job_164,2,M3,39
Job_164,3,M2,74
Job_164,4,M8,90
Job_164,5,M5,10
Job_164,6,M7,12
Job_164,7,M6,89
Job_164,8,M9,45
Job_164,9,M4,33
Job_165,0,M1,81
Job_165,1,M2,95
Job_165,2,M0,71
Job_165,3,M4,99
Job_165,4,M6,9
Job_165,5,M8,52
Job_165,6,M7,85
Job_165,7,M3,98
Job_165,8,M9,22
Job_165,9,M5,43
Job_166,0,M1,85
Job_166,1,M0,13
Job_166,2,M2,61
Job_166,3,M6,7
Job_166,4,M8,64
Job_166,5,M9,76
Job_166,6,M5,47
Job_166,7,M3,52
Job_166,8,M4,90
Job_166,9,M7,45
Job_167,0,M1,46
Job_167,1,M0,37
Job_167,2,M3,61
Job_167,3,M2,13
Job_167,4,M6,32
Job_167,5,M5,21
Job_167,6,M9,32
Job_167,7,M8,89
Job_167,8,M7,30
Job_167,9,M4,55
Job_168,0,M2,14
Job_168,1,M0,6
Job_168,2,M1,22
Job_168,3,M5,61
Job_168,4,M3,26
Job_168,5,M4,69
Job_168,6,M8,21
Job_168,7,M7,49
Job_168,8,M9,72
Job_168,9,M6,53
Job_169,0,M0,43
Job_169,1,M2,90
Job_169,2,M4,75
Job_169,3,M9,11
Job_169,4,M3,69
Job_169,5,M1,28
Job_169,6,M6,46
Job_169,7,M5,46
Job_169,8,M7,72
Job_169,9,M8,30
Job_170,0,M0,29
Job_170,1,M1,78
Job_170,2,M2,9
Job_170,3,M3,36
Job_170,4,M4,49
Job_170,5,M5,11
Job_170,6,M6,62
Job_170,7,M7,56
Job_170,8,M8,44
Job_170,9,M9,21
Job_171,0,M2,14
Job_171,1,M0,6
Job_171,2,M1,22
Job_171,3,M5,61
Job_171,4,M3,26
Job_171,5,M4,69
Job_171,6,M8,21
Job_171,7,M7,49
Job_171,8,M9,72
Job_171,9,M6,53
Job_172,0,M0,76
Job_172,1,M1,69
Job_172,2,M3,76
Job_172,3,M5,51
Job_172,4,M2,85
Job_172,5,M9,11
Job_172,6,M6,40
Job_172,7,M7,89
Job_172,8,M4,26
Job_172,9,M8,74
Job_173,0,M2,84
Job_173,1,M1,2
Job_173,2,M5,52
Job_173,3,M3,95
Job_173,4,M8,48
Job_173,5,M9,72
Job_173,6,M0,47
Job_173,7,M6,65
Job_173,8,M4,6
Job_173,9,M7,25
Job_174,0,M1,91
Job_174,1,M0,85
Job_174,2,M3,39
Job_174,3,M2,74
Job_174,4,M8,90
Job_174,5,M5,10
Job_174,6,M7,12
Job_174,7,M6,89
Job_174,8,M9,45
Job_174,9,M4,33
Job_175,0,M2,31
Job_175,1,M0,86
Job_175,2,M1,46
Job_175,3,M5,74
Job_175,4,M4,32
Job_175,5,M6,88
Job_175,6,M8,19
Job_175,7,M9,48
Job_175,8,M7,36
Job_175,9,M3,79
Job_176,0,M1,81
Job_176,1,M2,95
Job_176,2,M0,71
Job_176,3,M4,99
Job_176,4,M6,9
Job_176,5,M8,52
Job_176,6,M7,85
Job_176,7,M3,98
Job_176,8,M9,22
Job_176,9,M5,43
Job_177,0,M1,46
Job_177,1,M0,37
Job_177,2,M3,61
Job_177,3,M2,13
Job_177,4,M6,32
Job_177,5,M5,21
Job_177,6,M9,32
Job_177,7,M8,89
Job_177,8,M7,30
Job_177,9,M4,55
Job_178,0,M1,85
Job_178,1,M0,13
Job_178,2,M2,61
Job_178,3,M6,7
Job_178,4,M8,64
Job_178,5,M9,76
Job_178,6,M5,47
Job_178,7,M3,52
Job_178,8,M4,90
Job_178,9,M7,45
Job_179,0,M0,43
Job_179,1,M2,90
Job_179,2,M4,75
Job_179,3,M9,11
Job_179,4,M3,69
Job_179,5,M1,28
Job_179,6,M6,46
Job_179,7,M5,46
Job_179,8,M7,72
Job_179,9,M8,30
Job_180,0,M0,29
Job_180,1,M1,78
Job_180,2,M2,9
Job_180,3,M3,36
Job_180,4,M4,49
Job_180,5,M5,11
Job_180,6,M6,62
Job_180,7,M7,56
Job_180,8,M8,44
Job_180,9,M9,21
Job_181,0,M1,91
Job_181,1,M0,85
Job_181,2,M3,39
Job_181,3,M2,74
Job_181,4,M8,90
Job_181,5,M5,10
Job_181,6,M7,12
Job_181,7,M6,89
Job_181,8,M9,45
Job_181,9,M4,33
